Fl‰che;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hˆhe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos
694;43;Tilia;cordata;;Winterlinde;15;9;135;L;71546;350272
694;50;Betula;pendula;;Sand-Birke Weiﬂ-Birke;14;10;180;L;71610;350278
771;2;Tilia;cordata;;Winterlinde;17;14;320;L;70981;351102
771;7;Prunus;padus;;Traubenkirsche;4;2;45;L;70950;351024
768;9;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;1;25;L;71316;351493
768;10;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;6;4;65;L;71327;351498
768;18;Carpinus;betulus;;Hainbuche;7;4;1;L;71367;351433
768;19;Carpinus;betulus;;Hainbuche;9;6;83;L;71403;351453
768;16;Carpinus;betulus;;Hainbuche;6;4;39;L;71341;351480
767;5;Tilia;platyphyllos;;Sommerlinde;5;4;100;L;71736;350270
767;6;Tilia;platyphyllos;;Sommerlinde;5;4;110;L;71738;350267
569;13;Tilia;cordata;;Winterlinde;18;20;290;L;69897;353538
770;3;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;20;L;71829;350705
770;4;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;20;L;71833;350707
770;5;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;20;L;71838;350710
770;6;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;20;L;71843;350714
770;7;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;20;L;71848;350717
770;8;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;20;L;71854;350713
770;9;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;20;L;71856;350709
770;10;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;20;L;71860;350704
770;15;Paulownia;tomentosa;.;Blauglockenbaum;6;3;50;L;71831;350698
770;17;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;25;L;71787;350676
770;18;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;25;L;71793;350668
770;19;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;25;L;71797;350662
770;20;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;25;L;71801;350656
770;21;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;25;L;71806;350648
569;14;Tilia;cordata;;Winterlinde;18;14;310;L;69885;353541
774;6;Fraxinus;excelsior;;Gemeine Esche;10;22;120;L;72062;350432
774;13;Fraxinus;excelsior;;Gemeine Esche;15;12;103;L;72046;350372
639;9;Castanea;sativa;;Edelkastanie;6;3;40;L;71181;356717
711;24;Acer;pseudoplatanus;;Bergahorn;20;8;133;L;70384;350613
772;5;Tilia;platyphyllos;;Sommerlinde;20;16;202;L;71525;350896
376;1;Taxus;baccata;;Gemeine Eibe;5;5;25;N;72808;351725
615;29;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;5;100;L;70974;353843
204;2;Malus;Zierform;.;Zierapfel;1;4;40;L;71793;348873
376;5;Tilia;;;Linde;30;15;150;L;72832;351722
376;6;Crataegus;laevigata;;Rotdorn;18;8;1;L;72831;351714
516;2;Ilex;aquifolium;;Stechpalme;7;6;50;L;69839;351908
209;17;Pinus;nigra;nigra;Schwarzkiefer;12;6;170;N;71606;349049
711;26;Picea;abies;;Gemeine Fichte;9;4;80;N;70393;350629
938;41;Liriodendron;tulpifera;.;Tulpenbaum;6;2;37;L;75990;346690
938;47;Quercus;robur;Fastigiater;S‰ulen Eiche;6;2;56;L;76047;346675
458;1;Juglans;regia;.;Walnuﬂ;4;2;36;L;76837;345552
458;7;Pyrus;;;Birne;8;5;70;L;76824;345568
1206;15;Acer;;;Ahorn;4;2;29;L;76503;346421
938;6;Liriodendron;tulpifera;.;Tulpenbaum;6;2;22;L;76128;346794
863;10;Quercus;rubra;.;Roteiche;12;1;81;L;71075;352694
65;158;Quercus;robur;.;Stieleiche;4;2;15;L;71226;352824
375;3;Tilia;;;Linde;30;12;120;L;72654;351776
369;14;Quercus;rubra;.;Roteiche;20;6;270;L;72922;350807
369;15;Acer;saccharum;.;Zuckerahorn;20;8;270;L;72935;350794
368;4;Robinia;pseudoacacia;;Robinie;15;18;220;L;72052;352000
368;5;Robinia;pseudoacacia;;Robinie;15;14;220;L;72059;352000
368;10;Carpinus;betulus;;Hainbuche;9;2;45;L;71863;351995
368;11;Carpinus;betulus;;Hainbuche;9;4;75;L;71866;351996
368;12;Carpinus;betulus;;Hainbuche;10;2;45;L;71864;351996
368;23;Ailanthus;altissima;;Gˆtterbaum;20;10;270;L;71893;351884
65;162;Quercus;robur;.;Stieleiche;7;2;26;L;71250;352846
368;29;Quercus;robur;.;Stieleiche;15;14;280;L;71897;351864
102;3;Larix;decidua;;Europ‰ische-L‰rche;3;3;60;N;73925;352368
368;30;Juglans;regia;.;Walnuﬂ;4;2;30;L;71920;351852
368;32;Prunus;;;Kirsche;3;1;30;L;71919;351898
102;6;Ginkgo;biloba;;Ginkgo;5;1;45;L;73919;352428
475;6;Aesculus;hippocastanum;;Roﬂkastanie;20;12;340;L;70557;352225
475;7;Aesculus;hippocastanum;;Roﬂkastanie;25;15;450;L;70576;352205
475;8;Acer;;;Ahorn;25;14;350;L;70584;352202
475;9;Aesculus;hippocastanum;;Roﬂkastanie;17;12;280;L;70585;352195
475;15;Acer;platanoides;;Spitzahorn;12;10;250;L;70603;352159
475;28;Aesculus;hippocastanum;;Roﬂkastanie;18;5;250;L;70651;352120
516;4;Chamaecyparis;lawsoniana;;Scheinzypresse;18;3;60;N;69834;351885
475;43;Tilia;;;Linde;8;5;45;L;70724;352175
475;50;Aesculus;hippocastanum;;Roﬂkastanie;22;16;270;L;70770;352204
373;34;Parrotia;persica;;Eisenholz;10;7;120;L;72319;351815
371;9;Aesculus;hippocastanum;;Roﬂkastanie;18;18;210;L;71537;351655
475;36;Paulownia;tomentosa;.;Blauglockenbaum;15;17;1;L;70688;352154
203;6;Tilia;cordata;;Winterlinde;16;12;200;L;70955;348699
203;7;Tilia;cordata;;Winterlinde;16;12;200;L;70956;348688
203;8;Betula;pendula;;Sand-Birke Weiﬂ-Birke;14;8;280;L;70962;348674
203;24;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;8;100;L;71006;348748
776;8;Betula;pendula;;Sand-Birke Weiﬂ-Birke;16;10;70;L;72247;350019
691;1;Malus;;;Apfel;2;1;21;L;70844;354889
691;2;Tilia;cordata;;Winterlinde;14;7;180;L;70859;354887
639;3;Tilia;cordata;;Winterlinde;6;3;55;L;71207;356702
639;4;Tilia;cordata;;Winterlinde;6;3;55;L;71200;356701
639;5;Tilia;cordata;;Winterlinde;6;3;70;L;71187;356702
639;6;Tilia;cordata;;Winterlinde;6;4;80;L;71181;356702
639;7;Tilia;cordata;;Winterlinde;6;3;65;L;71175;356702
639;8;Aesculus;hippocastanum;;Roﬂkastanie;7;4;90;L;71158;356705
372;4;Acer;;;Ahorn;8;5;1;L;72848;351432
569;1;Tilia;cordata;;Winterlinde;18;10;200;L;69891;353467
209;9;Larix;decidua;;Europ‰ische-L‰rche;18;14;140;N;71633;349014
209;21;Malus;;;Apfel;5;5;80;L;71623;349049
209;22;Malus;;;Apfel;6;5;80;L;71636;349051
209;26;Betula;pendula;;Sand-Birke Weiﬂ-Birke;10;6;100;L;71650;349061
209;34;Aesculus;hippocastanum;;Roﬂkastanie;8;6;106;L;71624;349104
209;35;Crataegus;laevigata;;Rotdorn;8;6;100;L;71628;349100
824;066a;Prunus;padus;;Traubenkirsche;5;1;18;L;76535;347062
824;67;Prunus;padus;;Traubenkirsche;5;1;19;L;76530;347056
461;3;Prunus;;;Kirsche;9;2;48;L;76698;346485
458;8;Pyrus;communis;.;Birne;5;3;55;L;76821;345565
1207;3;Acer;;;Ahorn;7;2;46;L;74187;345186
820;2;Tilia;cordata;;Winterlinde;12;10;120;L;70958;348764
1207;6;Acer;;;Ahorn;7;4;74;L;74201;345193
1069;066a;Fraxinus;excelsior;;Gemeine Esche;6;1;27;L;70421;351163
368;24;Betula;pendula;;Sand-Birke Weiﬂ-Birke;25;10;210;L;71899;351882
826;17;Chamaecyparis;;;Scheinzypresse;2;1;11;N;77785;345927
475;5;Aesculus;hippocastanum;;Roﬂkastanie;12;8;200;L;70555;352216
464;1;Prunus;;;Kirsche;5;3;52;L;74862;345336
464;2;Prunus;;;Kirsche;4;4;53;L;74864;345342
464;8;Prunus;Zierform;.;Zierkirsche;7;6;54;L;74873;345365
456;6;Acer;;;Ahorn;8;6;55;L;74793;345339
456;8;Acer;;;Ahorn;8;8;64;L;74773;345347
457;1;Tilia;cordata;;Winterlinde;12;6;60;L;74741;345361
457;2;Tilia;cordata;;Winterlinde;8;5;48;L;74734;345361
457;3;Aesculus;hippocastanum;;Roﬂkastanie;5;4;47;L;74730;345337
457;5;Tilia;cordata;;Winterlinde;10;6;60;L;74712;345309
457;8;Tilia;cordata;;Winterlinde;7;4;55;L;74676;345249
460;1;Picea;abies;;Gemeine Fichte;12;9;140;N;74207;345362
460;3;Quercus;robur;.;Stieleiche;19;14;130;L;74204;345380
460;4;Quercus;robur;.;Stieleiche;24;16;190;L;74207;345382
460;5;Picea;pungens;Glauca;Blaue Stechfichte;20;6;120;N;74208;345390
460;6;Picea;pungens;Glauca;Blaue Stechfichte;22;8;120;N;74212;345388
460;7;Picea;abies;;Gemeine Fichte;22;4;85;N;74212;345393
47;4;Malus;;;Apfel;4;2;60;L;72044;353867
460;13;Betula;pendula;;Sand-Birke Weiﬂ-Birke;28;8;140;L;74236;345375
460;14;Betula;pendula;;Sand-Birke Weiﬂ-Birke;28;8;150;L;74237;345372
460;16;Malus;Zierform;.;Zierapfel;7;8;10;L;74241;345365
460;17;Malus;Zierform;.;Zierapfel;4;4;65;L;74244;345359
460;19;Betula;pendula;;Sand-Birke Weiﬂ-Birke;25;7;150;L;74253;345340
460;20;Betula;pendula;;Sand-Birke Weiﬂ-Birke;25;8;135;L;74255;345335
460;23;Koelreuteria;paniculata;;Blasenbaum;6;10;200;L;74266;345307
460;24;Koelreuteria;paniculata;;Blasenbaum;6;5;90;L;74256;345301
460;30;Malus;Zierform;.;Zierapfel;3;6;60;L;74290;345280
460;33;Betula;pendula;;Sand-Birke Weiﬂ-Birke;25;7;90;L;74297;345267
460;34;Betula;pendula;;Sand-Birke Weiﬂ-Birke;27;8;90;L;74299;345262
460;35;Betula;pendula;;Sand-Birke Weiﬂ-Birke;30;10;105;L;74295;345258
460;46;Acer;platanoides;;Spitzahorn;6;2;20;L;74325;345186
460;47;Acer;platanoides;;Spitzahorn;7;2;22;L;74315;345184
460;48;Acer;platanoides;;Spitzahorn;7;2;22;L;74305;345183
460;49;Acer;platanoides;;Spitzahorn;8;2;22;L;74295;345182
460;57;Tilia;cordata;;Winterlinde;20;10;130;L;74253;345254
460;58;Sorbus;aucuparia;.;Eberesche;15;7;160;L;74246;345255
460;60;Picea;abies;;Gemeine Fichte;20;3;62;N;74237;345248
460;62;Quercus;robur;.;Stieleiche;20;14;160;L;74227;345252
460;63;Picea;pungens;Glauca;Blaue Stechfichte;15;6;140;N;74226;345262
460;66;Sorbus;aucuparia;.;Eberesche;10;3;110;L;74210;345334
460;68;Sorbus;aria;;Mehlbeere;10;8;110;L;74205;345351
820;3;Tilia;cordata;;Winterlinde;12;10;120;L;70971;348763
820;6;Tilia;cordata;;Winterlinde;12;10;120;L;71023;348765
820;8;Tilia;cordata;;Winterlinde;12;10;180;L;71058;348766
820;9;Tilia;cordata;;Winterlinde;12;8;160;L;71075;348767
820;10;Tilia;cordata;;Winterlinde;10;6;160;L;71088;348767
820;16;Tilia;cordata;;Winterlinde;12;6;180;L;71176;348770
820;17;Tilia;cordata;;Winterlinde;12;6;210;L;71194;348771
820;18;Tilia;cordata;;Winterlinde;12;6;200;L;71211;348772
820;19;Tilia;cordata;;Winterlinde;8;5;170;L;71243;348773
569;3;Tilia;cordata;;Winterlinde;18;12;230;L;69881;353482
569;5;Tilia;cordata;;Winterlinde;18;10;170;L;69893;353491
51;36;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;20;10;107;L;71716;352713
516;9;Acer;pseudoplatanus;;Bergahorn;16;10;190;L;69781;351929
516;11;Carpinus;betulus;;Hainbuche;15;10;170;L;69795;351943
516;12;Acer;pensylvanicum;;Amerikanischer Schlangenhautahorn;12;12;250;L;69818;351940
516;13;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;10;220;L;69823;351928
51;49;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;12;175;L;71736;352599
51;55;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;13;179;L;71745;352545
51;57;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;23;12;167;L;71749;352525
475;16;Tilia;cordata;;Winterlinde;18;12;1;L;70617;352171
475;17;Tilia;cordata;;Winterlinde;27;15;420;L;70614;352163
475;38;Tilia;;;Linde;18;12;150;L;70680;352131
475;40;Tilia;;;Linde;20;11;160;L;70669;352127
475;49;Tilia;;;Linde;26;20;260;L;70765;352203
475;55;Acer;;;Ahorn;24;12;160;L;70793;352212
373;3;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;16;1;L;72348;351877
373;26;Picea;omorika;;Serbische Fichte;12;6;75;N;72309;351862
373;30;Abies;.;.;Tanne;12;4;60;N;72310;351847
373;31;Abies;.;.;Tanne;12;10;110;N;72315;351849
371;2;Magnolia;kobus;;Baummagnolie - weiﬂ;7;13;120;L;71515;351692
470;1;Catalpa;bignonioides;;Trompetenbaum;5;4;25;L;70466;352166
203;3;Tilia;cordata;;Winterlinde;16;12;200;L;70954;348729
458;2;Juglans;regia;.;Walnuﬂ;15;16;190;L;76848;345555
51;62;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;23;12;153;L;71755;352459
934;2;Ginkgo;biloba;;Ginkgo;4;2;17;L;76496;346981
934;5;Ginkgo;biloba;;Ginkgo;4;2;18;L;76510;346970
450;3;Sorbus;.;.;Sorbus Art nicht bestimmt;5;3;48;L;74094;345188
88;1;Betula;papyrifera;;Papier Birke;20;10;154;L;71578;352894
88;2;Prunus;serrulata;.;Zierkirsche;6;13;144;L;71581;352888
88;3;Abies;alba;;Weiﬂtanne;25;8;155;N;71586;352887
88;4;Pinus;wallichiana;;Tr‰nen Kiefer;20;13;159;N;71585;352872
88;5;Sorbus;aria;Magnifica;Groﬂbl‰ttrige Mehlbeere;12;10;165;L;71581;352868
88;7;Prunus;serrulata;.;Zierkirsche;5;7;128;L;71589;352864
88;8;Picea;abies;;Gemeine Fichte;22;8;212;N;71596;352865
88;9;Fagus;sylvatica;.;Rotbuche;25;20;263;L;71606;352845
88;10;Ailanthus;altissima;;Gˆtterbaum;18;20;340;L;71619;352846
245;2;Alnus;glutinosa;;Schwarzerle;18;7;60;L;73276;346502
245;3;Fraxinus;excelsior;;Gemeine Esche;18;8;80;L;73280;346504
51;66;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;23;12;172;L;71759;352420
245;9;Salix;alba;;Siberweide;20;4;75;L;73306;346508
245;11;Ulmus;elegantissima;.;Kleinbl‰ttrige Ulme;12;4;60;L;73297;346495
51;67;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;23;13;157;L;71760;352410
707;35;Sophora;japonica;;Japanischer-Schnurbaum;8;6;91;L;72164;350060
51;69;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;23;13;193;L;71762;352390
707;39;Sophora;japonica;;Japanischer-Schnurbaum;10;6;86;L;72134;350089
707;40;Populus;nigra;;Schwarzpappel;14;8;153;L;72142;350095
707;48;Betula;;;Birke;12;4;104;L;72141;350116
684;13;Aesculus;hippocastanum;;Roﬂkastanie;1;1;3;L;72049;355866
702;1;Tilia;cordata;;Winterlinde;7;14;165;L;70766;351825
702;2;Tilia;cordata;;Winterlinde;7;14;165;L;70772;351827
702;3;Tilia;cordata;;Winterlinde;10;12;140;L;70776;351825
490;2;Quercus;rubra;.;Roteiche;7;6;100;L;69307;351522
702;9;Betula;pendula;;Sand-Birke Weiﬂ-Birke;11;12;140;L;70797;351835
702;10;Betula;pendula;;Sand-Birke Weiﬂ-Birke;11;14;168;L;70806;351839
51;70;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;23;13;193;L;71764;352383
702;34;Fraxinus;excelsior;;Gemeine Esche;6;6;75;L;70706;351796
702;35;Acer;negundo;;Eschahorn;8;8;105;L;70708;351784
702;36;Platanus;;;Platane;8;8;75;L;70702;351787
702;37;Acer;negundo;;Eschahorn;7;6;110;L;70705;351772
51;72;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;23;13;171;L;71765;352361
702;49;Betula;pendula;;Sand-Birke Weiﬂ-Birke;9;6;110;L;70733;351703
702;51;Betula;pendula;;Sand-Birke Weiﬂ-Birke;9;5;110;L;70739;351700
702;52;Betula;pendula;;Sand-Birke Weiﬂ-Birke;9;5;100;L;70738;351705
702;53;Betula;pendula;;Sand-Birke Weiﬂ-Birke;9;6;100;L;70755;351698
450;12;Corylus;colurna;;Baumhasel;5;2;42;L;74028;345213
301;43;Aesculus;;;Kastanie;4;1;15;L;73826;344660
350;26;Acer;platanoides;;Spitzahorn;8;4;48;L;71927;351563
350;30;Quercus;rubra;.;Roteiche;11;8;122;L;71911;351547
350;31;Quercus;rubra;.;Roteiche;11;6;80;L;71915;351544
350;35;Quercus;rubra;.;Roteiche;5;3;33;L;71913;351530
350;36;Quercus;rubra;.;Roteiche;7;2;26;L;71917;351523
350;3;Gleditsia;.;.;Gleditschie;8;4;53;L;71951;351629
332;1;Carpinus;betulus;;Hainbuche;8;1;24;L;71601;352013
356;2;Carpinus;betulus;;Hainbuche;12;3;60;L;71606;352015
356;7;Carpinus;betulus;¥Trans Fontaine`;S‰ulenhainbuche;8;2;25;L;71636;351926
356;10;Carpinus;betulus;¥Trans Fontaine`;S‰ulenhainbuche;10;2;30;L;71660;351886
1161;21;Alnus;glutinosa;;Schwarzerle;9;3;55;L;69410;350086
329;1;Acer;platanoides;;Spitzahorn;12;6;150;L;71793;351917
329;2;Tilia;cordata;;Winterlinde;12;6;120;L;71788;351919
329;7;Tilia;cordata;;Winterlinde;15;7;90;L;71784;351904
329;8;Acer;platanoides;;Spitzahorn;12;7;90;L;71781;351898
329;9;Tilia;cordata;;Winterlinde;12;6;90;L;71787;351896
329;10;Tilia;cordata;;Winterlinde;15;6;120;L;71790;351887
329;11;Tilia;cordata;;Winterlinde;12;8;90;L;71787;351882
329;12;Acer;pseudoplatanus;;Bergahorn;12;6;120;L;71793;351879
329;13;Tilia;cordata;;Winterlinde;15;6;90;L;71790;351873
329;14;Acer;pseudoplatanus;;Bergahorn;12;5;120;L;71815;351860
329;15;Tilia;platyphyllos;;Sommerlinde;15;5;90;L;71809;351858
329;17;Tilia;cordata;;Winterlinde;12;5;90;L;71784;351849
329;18;Tilia;cordata;;Winterlinde;12;8;120;L;71805;351847
329;19;Tilia;cordata;;Winterlinde;12;8;90;L;71803;351840
329;20;Tilia;platyphyllos;;Sommerlinde;12;8;120;L;71808;351832
329;21;Acer;pseudoplatanus;;Bergahorn;12;6;90;L;71813;351820
820;1;Tilia;cordata;;Winterlinde;12;10;120;L;70951;348764
475;41;Tilia;;;Linde;12;9;120;L;70661;352118
466;1;Tilia;cordata;;Winterlinde;6;4;30;L;70625;352340
466;2;Tilia;;;Linde;12;6;65;L;70613;352347
373;22;Abies;koreana;;Koreatannne;13;8;90;N;72316;351866
1060;158;Sophora;japonica;;Japanischer-Schnurbaum;5;2;30;L;71447;348794
373;27;Picea;omorika;;Serbische Fichte;12;6;60;N;72306;351861
373;35;Malus;;;Apfel;7;9;115;L;72322;351811
219;82;Fraxinus;excelsior;;Gemeine Esche;14;9;78;L;72523;346226
203;10;Quercus;robur;Fastigiater;S‰ulen Eiche;16;6;160;L;70963;348637
203;19;Picea;;;Fichte;16;3;100;N;70984;348746
203;26;Picea;abies;;Gemeine Fichte;14;4;90;N;71001;348729
464;4;Prunus;Zierform;.;Zierkirsche;3;3;42;L;74860;345359
464;5;Prunus;Zierform;.;Zierkirsche;5;6;63;L;74863;345366
464;9;Acer;;;Ahorn;16;8;83;L;74887;345370
464;10;Juglans;regia;.;Walnuﬂ;5;4;40;L;74886;345358
464;11;Fraxinus;excelsior;;Gemeine Esche;9;2;30;L;74880;345344
464;12;Fraxinus;excelsior;;Gemeine Esche;9;2;30;L;74877;345338
456;5;Acer;;;Ahorn;8;7;70;L;74802;345335
457;9;Tilia;cordata;;Winterlinde;9;4;52;L;74673;345237
820;4;Tilia;cordata;;Winterlinde;12;10;120;L;70987;348763
820;5;Tilia;cordata;;Winterlinde;12;10;120;L;71006;348764
820;7;Tilia;cordata;;Winterlinde;12;10;120;L;71042;348765
569;15;Tilia;cordata;;Winterlinde;18;10;165;L;69885;353551
516;3;Carpinus;betulus;;Hainbuche;22;14;210;L;69838;351900
516;10;Carpinus;betulus;;Hainbuche;12;8;100;L;69787;351935
460;27;Malus;Zierform;.;Zierapfel;8;8;88;L;74277;345295
245;4;Alnus;glutinosa;;Schwarzerle;16;6;60;L;73282;346501
245;5;Fraxinus;excelsior;;Gemeine Esche;15;5;1;L;73281;346498
702;7;Tilia;cordata;;Winterlinde;10;16;330;L;70788;351827
419;13;Acer;pseudoplatanus;;Bergahorn;10;6;90;L;71165;346302
702;41;Chamaecyparis;;;Scheinzypresse;1;1;1;N;70704;351749
1053;9;Aesculus;hippocastanum;;Roﬂkastanie;6;4;25;L;72281;353714
329;22;Tilia;cordata;;Winterlinde;15;8;120;L;71812;351814
329;23;Tilia;cordata;;Winterlinde;12;9;150;L;71818;351810
329;24;Acer;pseudoplatanus;;Bergahorn;12;6;120;L;71815;351805
329;25;Acer;pseudoplatanus;;Bergahorn;12;5;90;L;71836;351804
329;26;Tilia;platyphyllos;;Sommerlinde;14;8;150;L;71831;351801
329;27;Acer;pseudoplatanus;;Bergahorn;15;6;120;L;71811;351794
329;28;Tilia;cordata;;Winterlinde;12;7;120;L;71805;351792
329;29;Tilia;cordata;;Winterlinde;12;8;90;L;71830;351779
329;30;Tilia;cordata;;Winterlinde;8;4;60;L;71833;351771
329;31;Tilia;cordata;;Winterlinde;10;7;135;L;71833;351757
329;32;Acer;pseudoplatanus;;Bergahorn;10;7;120;L;71839;351754
1060;159;Sophora;japonica;;Japanischer-Schnurbaum;5;2;30;L;71446;348786
329;38;Tilia;cordata;;Winterlinde;12;5;90;L;71768;351871
329;39;Acer;pseudoplatanus;;Bergahorn;8;5;75;L;71770;351865
329;41;Tilia;cordata;;Winterlinde;12;6;90;L;71775;351853
371;14;Tilia;;;Linde;30;14;240;L;71509;351676
371;15;Prunus;Zierform;.;Zierkirsche;15;8;60;L;71495;351680
371;16;Prunus;avium;;Vogelkirsche;25;16;210;L;71493;351688
371;17;Taxus;baccata;;Gemeine Eibe;15;7;120;N;71492;351680
371;18;Taxus;baccata;;Gemeine Eibe;15;7;45;N;71491;351679
371;19;Taxus;baccata;;Gemeine Eibe;15;7;60;N;71489;351678
491;1;Tilia;cordata;;Winterlinde;5;2;25;L;69370;351599
792;1;Fagus;sylvatica;.;Rotbuche;25;16;280;L;69826;351846
792;2;Tilia;cordata;;Winterlinde;25;12;190;L;69832;351852
792;3;Fagus;sylvatica;.;Rotbuche;4;3;25;L;69833;351846
556;10;Tilia;;;Linde;8;6;80;L;70118;352569
792;5;Fagus;sylvatica;.;Rotbuche;27;18;310;L;69842;351860
1060;160;Sophora;japonica;;Japanischer-Schnurbaum;5;2;30;L;71446;348779
792;11;Picea;omorika;;Serbische Fichte;10;6;85;N;69899;351874
792;13;Pinus;;;Kiefer;12;6;80;N;69908;351879
792;14;Pinus;;;Kiefer;20;9;125;N;69914;351880
792;40;Fraxinus;ornus;;Blumenesche;7;8;1;L;70047;351929
792;38;Tilia;cordata;;Winterlinde;8;6;45;L;70039;351924
792;37;Tsuga;canadensis;;Hemlocktanne;6;6;50;N;70029;351928
792;25;Tsuga;canadensis;;Hemlocktanne;7;5;35;N;69984;351915
792;26;Tsuga;canadensis;;Hemlocktanne;6;6;30;N;69988;351915
792;27;Fagus;sylvatica;.;Rotbuche;16;15;240;L;69989;351922
497;1;Tilia;cordata;;Winterlinde;6;5;160;L;69898;352013
497;2;Tilia;cordata;;Winterlinde;6;6;170;L;69899;352009
497;4;Tilia;cordata;;Winterlinde;6;5;1;L;69911;351994
497;5;Tilia;cordata;;Winterlinde;6;5;180;L;69916;351989
497;7;Tilia;cordata;;Winterlinde;5;5;135;L;70145;352049
497;8;Tilia;cordata;;Winterlinde;5;5;135;L;70152;352053
497;9;Tilia;cordata;;Winterlinde;5;5;130;L;70166;352063
506;4;Acer;campestre;;Feldahorn;8;6;80;L;69850;351950
506;5;Quercus;robur;.;Stieleiche;8;4;60;L;69936;351947
506;6;Quercus;robur;.;Stieleiche;6;4;50;L;69952;351944
506;7;Quercus;robur;.;Stieleiche;9;8;70;L;69964;351940
506;8;Quercus;robur;.;Stieleiche;9;3;60;L;69991;351939
506;9;Quercus;robur;.;Stieleiche;7;3;40;L;70010;351939
506;10;Quercus;robur;.;Stieleiche;6;3;35;L;70021;351939
506;11;Quercus;robur;.;Stieleiche;8;5;50;L;70029;351940
506;12;Quercus;robur;.;Stieleiche;5;4;40;L;70038;351941
506;13;Acer;campestre;;Feldahorn;13;10;200;L;70093;351947
1060;161;Sophora;japonica;;Japanischer-Schnurbaum;5;2;25;L;71449;348767
1060;162;Sophora;japonica;;Japanischer-Schnurbaum;5;2;25;L;71450;348732
608;023a;Pterocarya;fraxinifolia;;Kaukasische-Fl¸gelnuﬂ;9;10;130;L;70405;355026
608;024a;Ailanthus;altissima;;Gˆtterbaum;7;2;39;L;70401;355023
341;006a;Robinia;pseudoacacia;;Robinie;7;4;33;L;72129;351711
618;5;Betula;pendula;;Sand-Birke Weiﬂ-Birke;1;5;120;L;70840;353969
1;214;Cornus;mas;.;Kornelkirsche;5;4;58;L;71917;352036
1;215;Tsuga;canadensis;;Hemlocktanne;7;4;62;N;71917;352042
1;220;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;4;1;31;L;71969;352131
1;221;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;4;1;36;L;71969;352135
1;222;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;4;1;34;L;71974;352135
558;15;Acer;platanoides;;Spitzahorn;6;2;35;L;71167;353552
1;234;Taxus;baccata;;Gemeine Eibe;7;5;35;N;71886;352155
1;244;Tilia;;;Linde;26;20;354;L;71902;352109
1;245;Carpinus;betulus;;Hainbuche;24;12;166;L;71878;352115
1;246;Taxus;baccata;;Gemeine Eibe;4;7;46;N;71879;352105
1;247;Taxus;baccata;;Gemeine Eibe;9;7;119;N;71880;352100
1;248;Betula;pendula;;Sand-Birke Weiﬂ-Birke;26;8;148;L;71887;352100
1;258;Robinia;pseudoacacia;;Robinie;26;12;241;L;71969;352046
840;10;Sequoiadendron;giganteum;;Mammutbaum;5;3;70;N;72953;355559
840;11;Sequoiadendron;giganteum;;Mammutbaum;2;1;13;N;72954;355566
840;12;Prunus;padus;;Traubenkirsche;6;2;27;L;72964;355557
840;13;Metasequoia;glyptostroboides;;Chinesisches Rotholz;2;1;11;N;72969;355558
840;14;Prunus;padus;;Traubenkirsche;6;4;25;L;72975;355557
840;15;Prunus;padus;;Traubenkirsche;6;4;31;L;72973;355551
840;26;Catalpa;bignonioides;;Trompetenbaum;6;6;60;L;73046;355420
